Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18
"(158, 0.16891794869950066)","(398, 0.19029515214156245)","(612, 0.16885615038434187)","(32, 0.1901958275930266)","(6, 0.1550772077840681)","(420, 0.20825627000992497)","(290, 0.2081207159219351)","(123, 0.21359387962857337)","(563, 0.22077022240476793)","(457, 0.13170535739125705)","(555, 0.10030263723832399)","(482, 0.1644965463219766)","(622, 0.14579331767420073)","(217, 0.10875799570076976)","(518, 0.15648083841504343)","(23, 0.09259921908143075)","(116, 0.1680146240237636)","(174, 0.1587272986928467)"
"(425, 0.16856958353263932)","(445, 0.18920733164524292)","(493, 0.16719857101097363)","(669, 0.1901370232993175)","(575, 0.15356193842671645)","(416, 0.20801948832965242)","(111, 0.20777559796046804)","(290, 0.21309873046660216)","(324, 0.21973871762483843)","(207, 0.1315793645725032)","(433, 0.09934459614625385)","(55, 0.1642166118900113)","(613, 0.1447536507386498)","(558, 0.1071470804018033)","(32, 0.15390560004471648)","(188, 0.09258500206028879)","(595, 0.1672691020452965)","(180, 0.1584481990151049)"
"(267, 0.1684192916902398)","(383, 0.18889360909718128)","(599, 0.16671663182219285)","(507, 0.1889600868968302)","(518, 0.15345728230900357)","(643, 0.2070904568122238)","(155, 0.20577209465322138)","(617, 0.2125842505441928)","(59, 0.21943033671681356)","(310, 0.1310889283686993)","(127, 0.0993064241155705)","(458, 0.1628191059978463)","(528, 0.14294953918362008)","(495, 0.10540119060686995)","(14, 0.1534473263777783)","(85, 0.08963684835237784)","(620, 0.16578881803449336)","(183, 0.1577902979316652)"
"(196, 0.16758735035486175)","(227, 0.1883637589857869)","(667, 0.16666222415403595)","(416, 0.188188052265608)","(113, 0.15247800485372126)","(175, 0.20693354847991297)","(607, 0.20536437359229262)","(308, 0.21181645873333022)","(628, 0.21892741457986212)","(490, 0.13094284416046614)","(521, 0.09928049493636726)","(209, 0.1621941955642092)","(518, 0.1422427294104785)","(319, 0.10473836906736614)","(228, 0.15316819035893672)","(440, 0.08785021641330136)","(535, 0.165459362008396)","(325, 0.1574651231626526)"
"(478, 0.16668715482142474)","(677, 0.18801045770460345)","(324, 0.16636022765481212)","(65, 0.18745330268349114)","(572, 0.1518852717176516)","(145, 0.20646133450801055)","(645, 0.20479852092836326)","(402, 0.21158232032861937)","(57, 0.21782870872554225)","(547, 0.1306958220789485)","(641, 0.09878082809692179)","(444, 0.1612510351903684)","(242, 0.14180648357294365)","(603, 0.1044404798992607)","(572, 0.15189312236146263)","(155, 0.08775224934152095)","(517, 0.16469721071913332)","(208, 0.15702426389030444)"
"(166, 0.1656361607420497)","(608, 0.18770066293809173)","(229, 0.16612095763620213)","(643, 0.18733056841038556)","(174, 0.14992467988262498)","(184, 0.20586222743445884)","(23, 0.2045834464428073)","(291, 0.21132581623497515)","(613, 0.2177447872436686)","(595, 0.12990895475091355)","(510, 0.09857935236976303)","(310, 0.16062511369286742)","(495, 0.14126755635466967)","(598, 0.10434997835081815)","(177, 0.1511618028676466)","(504, 0.08773935153557141)","(217, 0.16402104225511221)","(169, 0.1564427056411174)"
"(191, 0.16519489534654178)","(522, 0.18768011655689718)","(31, 0.16591475766735247)","(634, 0.185792742617325)","(601, 0.14990462255861647)","(427, 0.20541186159060407)","(440, 0.203958374316857)","(671, 0.2048722667849841)","(522, 0.2161991739294967)","(499, 0.1284330470698616)","(399, 0.09810273524091674)","(182, 0.15944227909824704)","(394, 0.1387964893569088)","(636, 0.1034357371526933)","(2, 0.1507445140548022)","(201, 0.08662416508677982)","(383, 0.1627544932500368)","(104, 0.15589376554994352)"
"(174, 0.16465910729783323)","(191, 0.18736139405091867)","(252, 0.16441283769607332)","(144, 0.18533274479231643)","(218, 0.14906639213591338)","(547, 0.20337554759845078)","(543, 0.20387090273278943)","(85, 0.2046468560452273)","(117, 0.21540229072059)","(627, 0.12814962465165675)","(42, 0.09719240313249233)","(666, 0.15928721525605263)","(586, 0.13682624913416455)","(162, 0.1030480552731616)","(207, 0.14999987881728405)","(618, 0.08653106671934203)","(616, 0.1620027165040719)","(390, 0.15503553531719833)"
"(217, 0.16357496646627784)","(301, 0.18692400185905617)","(675, 0.16143004809207728)","(584, 0.18210827772645044)","(49, 0.14794441767344457)","(215, 0.20293622381803506)","(179, 0.2037342500853303)","(518, 0.20399863307883004)","(197, 0.21533398413884824)","(132, 0.1261302328966052)","(23, 0.09629477545669106)","(150, 0.15879641386196885)","(124, 0.1363189586441469)","(293, 0.10210528081800492)","(398, 0.14975852972841772)","(656, 0.08612710796837589)","(407, 0.1618267641826163)","(179, 0.15463565872595933)"
"(50, 0.16200482544817368)","(308, 0.18666894351524563)","(671, 0.16078125505813648)","(178, 0.1809128366054561)","(475, 0.1461148223247076)","(14, 0.20231932422958265)","(31, 0.2025158285193287)","(179, 0.20204447441987028)","(463, 0.2152851387283095)","(445, 0.12488562784402604)","(14, 0.09573852902668667)","(606, 0.1578107471424285)","(122, 0.1351584725237468)","(643, 0.10183951443170705)","(308, 0.14914650591896358)","(518, 0.08565661216410599)","(318, 0.16176318791877306)","(170, 0.15367353603714434)"
"(676, 0.1612178792499178)","(166, 0.18639404731184586)","(681, 0.15877773713716792)","(227, 0.18012041644032192)","(495, 0.14609009063805514)","(555, 0.20224191595026678)","(505, 0.20116858028263607)","(295, 0.20078840723429492)","(95, 0.21480251581686735)","(243, 0.12485104686214615)","(302, 0.09479472871414653)","(569, 0.1551931786962407)","(485, 0.13459271591888256)","(137, 0.10182710705156035)","(44, 0.1473454882267678)","(135, 0.08507856640350875)","(41, 0.1608428691695348)","(103, 0.15301928053691516)"
"(325, 0.1607012000816241)","(4, 0.18435031256413734)","(391, 0.1582994967285451)","(310, 0.18006544533535132)","(502, 0.14520115213115362)","(70, 0.20125078891984222)","(600, 0.2010917287508253)","(523, 0.200573099374359)","(632, 0.21393762397482433)","(635, 0.12193251874218809)","(572, 0.09474413447612078)","(605, 0.15460900723315343)","(676, 0.13394438617945667)","(417, 0.10102396776057926)","(414, 0.14643627736829498)","(153, 0.08445631034123686)","(421, 0.16083590296400782)","(578, 0.15298178798500578)"
"(71, 0.159892528022672)","(537, 0.18380136985398587)","(290, 0.15821866762240389)","(46, 0.179984504191016)","(123, 0.14134774982808992)","(44, 0.20041192465759386)","(167, 0.19977630510569008)","(296, 0.20006322222195377)","(15, 0.21378773425275358)","(416, 0.11955402323227846)","(267, 0.09414228000048465)","(492, 0.15285286544167756)","(608, 0.13349862108292887)","(528, 0.100949685261633)","(633, 0.14379289090675454)","(200, 0.08375368853333089)","(290, 0.1577091012193176)","(597, 0.15214124168430077)"
"(599, 0.15986636059469933)","(294, 0.1815067101500715)","(521, 0.15811939131406677)","(222, 0.17858238165922197)","(554, 0.14113043505631684)","(653, 0.19921995173987203)","(497, 0.1970085985673014)","(648, 0.19947714798177657)","(529, 0.2137643501388307)","(613, 0.11857031652295243)","(140, 0.09411090270908323)","(155, 0.15274431230489974)","(397, 0.13334793493339764)","(586, 0.10054238956983998)","(231, 0.143326474075092)","(215, 0.08254769511294544)","(123, 0.157459057133584)","(44, 0.15184699413357564)"
"(237, 0.15955474396451033)","(673, 0.18034383332137918)","(470, 0.1580805422021095)","(654, 0.17839072444999515)","(290, 0.14092107316062175)","(61, 0.19921390955996682)","(598, 0.19666234203309366)","(31, 0.19869346148738096)","(625, 0.21120237674689157)","(498, 0.11792696315284792)","(25, 0.09305102820044604)","(296, 0.15269628155792672)","(72, 0.13328918250883418)","(28, 0.09983578652851006)","(212, 0.14197022448441413)","(615, 0.08233691634874346)","(651, 0.15683553934959707)","(502, 0.1513685458369743)"
"(650, 0.15906192604545866)","(46, 0.1777096143925313)","(146, 0.15803336457427694)","(59, 0.1774719205529903)","(175, 0.13967006134497745)","(563, 0.19915913519391293)","(293, 0.19652915142592295)","(215, 0.19671265314542577)","(610, 0.21109162729817335)","(268, 0.11789969120045304)","(294, 0.09300502170054496)","(410, 0.15266587573410292)","(555, 0.13305040179530703)","(96, 0.0995558125068314)","(547, 0.1409511837961091)","(38, 0.08179401115916236)","(495, 0.15666316280774534)","(619, 0.151111939125268)"
"(645, 0.1544571570742203)","(178, 0.17619923261642942)","(174, 0.15780699922356384)","(672, 0.17600535101382733)","(555, 0.13836610860020798)","(158, 0.19844827698511586)","(595, 0.1957904825741905)","(383, 0.19651808465747356)","(541, 0.21045554099182062)","(653, 0.11778976868877081)","(463, 0.09291631258354738)","(15, 0.15088385582914238)","(261, 0.1325722696724701)","(127, 0.0993458536992971)","(498, 0.14047367662854393)","(233, 0.08114711092629069)","(93, 0.15519582286666703)","(212, 0.15081738054879423)"
"(247, 0.15303633307813824)","(161, 0.17619281482084587)","(325, 0.15717527898991643)","(555, 0.17577257521895912)","(95, 0.13780919389384697)","(592, 0.19811381070288744)","(424, 0.19343774730990032)","(310, 0.19630617211171758)","(528, 0.2101214323712953)","(622, 0.11771269323043043)","(622, 0.0928794156301143)","(640, 0.15038989175000078)","(41, 0.1323966536629224)","(237, 0.09806052424220947)","(301, 0.1396321390577305)","(601, 0.08077308323653953)","(63, 0.15508387679405228)","(433, 0.14967179322217397)"
"(467, 0.1528400623435191)","(466, 0.17606350786774572)","(75, 0.15664885322163474)","(324, 0.1751417389392245)","(188, 0.1355310350186893)","(607, 0.19641828009595677)","(537, 0.19159708368854197)","(44, 0.1961508090733542)","(61, 0.2096809645073855)","(20, 0.11734277043302968)","(27, 0.0925473981706318)","(308, 0.15016667885690826)","(627, 0.1316792563212704)","(555, 0.09786923808000615)","(413, 0.13955141130437995)","(272, 0.08042210666782015)","(428, 0.15493363463784446)","(497, 0.14921112408960646)"
"(161, 0.15283622103851677)","(173, 0.1760570799769358)","(169, 0.15611665593379115)","(648, 0.1748712152176392)","(421, 0.1345253739445301)","(233, 0.19602128828270945)","(547, 0.1912932603584877)","(111, 0.19472287274980454)","(505, 0.2089418476405109)","(407, 0.11711605838950578)","(308, 0.09235387422378087)","(48, 0.14993523186849494)","(673, 0.13001584926598572)","(518, 0.09756192213084591)","(600, 0.13947600222005788)","(242, 0.07975123201449583)","(175, 0.1548769393132884)","(445, 0.14892045242730167)"
"(656, 0.15260712641111637)","(141, 0.17587975417524562)","(645, 0.15440975249252556)","(169, 0.17298925057250777)","(135, 0.13396482770717094)","(201, 0.19572123631078406)","(398, 0.19092005252249852)","(615, 0.19458071118686174)","(573, 0.2087238498574254)","(285, 0.11658539026594629)","(178, 0.09216349834253498)","(124, 0.14906878911977062)","(632, 0.12929138628316483)","(47, 0.09751257003528839)","(230, 0.13923716421431975)","(9, 0.07833036246111233)","(293, 0.15471761217007646)","(402, 0.1488010866893697)"
"(548, 0.15149431954047216)","(467, 0.17569685372195717)","(680, 0.15377551942806203)","(15, 0.17167760133576798)","(7, 0.13263796929758348)","(417, 0.19557207968815724)","(182, 0.1896079664587806)","(181, 0.1928847758630114)","(480, 0.20777096029115674)","(9, 0.11625563977875346)","(440, 0.0914097029883804)","(414, 0.14887450886529366)","(647, 0.12806495263323198)","(129, 0.09725767276579365)","(384, 0.13895570981062086)","(643, 0.07647036922168134)","(144, 0.15459315699011827)","(45, 0.1486747477377346)"
"(248, 0.15131532523281238)","(7, 0.1756294773509756)","(578, 0.15311630223533332)","(182, 0.17138674811917232)","(650, 0.13254964013441975)","(656, 0.19554927025713797)","(153, 0.1893182389554067)","(588, 0.1902626970961462)","(148, 0.20673860080766604)","(222, 0.11515791668799182)","(497, 0.09131391102426725)","(38, 0.14874272478468586)","(137, 0.12774091015188124)","(14, 0.09713505644076395)","(538, 0.13802512015393298)","(45, 0.07587947357949595)","(528, 0.15398709734185742)","(51, 0.14814879613161533)"
"(122, 0.15047221072325936)","(128, 0.1753210994967072)","(134, 0.15311015330839825)","(320, 0.16959096984957178)","(427, 0.13229787563009154)","(500, 0.19426972646364413)","(673, 0.18802104491509597)","(543, 0.19009803287647387)","(574, 0.2057242202858244)","(585, 0.11431846452993721)","(656, 0.09097582097519477)","(61, 0.1484539087674398)","(20, 0.12610454203790752)","(308, 0.09673730688135067)","(42, 0.13795978102699852)","(563, 0.07562874646558368)","(621, 0.15393561852982238)","(137, 0.14772218140916013)"
"(619, 0.14990474921212732)","(609, 0.1744028075194365)","(597, 0.1518116265427914)","(112, 0.169134030246751)","(424, 0.13224063635762126)","(137, 0.19422103760497642)","(34, 0.1858485884459737)","(399, 0.1881670988484319)","(242, 0.2054157782203883)","(428, 0.11430407091918875)","(201, 0.09090951345205173)","(558, 0.14818759963692607)","(170, 0.1257209972958345)","(167, 0.09655612105130706)","(175, 0.13608880937198442)","(36, 0.07558102580034505)","(310, 0.15196092863930066)","(387, 0.14692733693050206)"
"(677, 0.14971695065942364)","(519, 0.1743011354084463)","(164, 0.1514467130477746)","(620, 0.1681490493172474)","(440, 0.13219730227077475)","(415, 0.1936419917860943)","(70, 0.1823971802408747)","(622, 0.18793636146199658)","(478, 0.2042273150893789)","(296, 0.11308069786101427)","(676, 0.09087205065627882)","(291, 0.14801856760855966)","(300, 0.12453720284420935)","(522, 0.09615009367804138)","(433, 0.135807782470927)","(184, 0.0755206625105539)","(414, 0.15109751459522125)","(424, 0.14654804296347268)"
"(320, 0.148507453472561)","(267, 0.17374817131838347)","(473, 0.1514140422959115)","(60, 0.16740414877876097)","(386, 0.12570577271700833)","(593, 0.19215788146940702)","(96, 0.18222394478891013)","(184, 0.187428564632708)","(669, 0.2028546924426456)","(193, 0.11268227723009118)","(580, 0.09084510209027667)","(471, 0.14691361403378822)","(132, 0.12355982661381186)","(1, 0.09601542994846556)","(33, 0.1350926648064118)","(275, 0.07520606980292893)","(547, 0.14966946962655986)","(584, 0.14637794739312382)"
"(44, 0.14827630117447133)","(493, 0.17248868789667218)","(212, 0.15128309511768187)","(34, 0.16646501151547483)","(36, 0.12444291922410483)","(178, 0.19138529511423774)","(521, 0.1814482755970935)","(95, 0.1873830561748255)","(415, 0.2027843230357341)","(500, 0.11251115830420473)","(618, 0.09074970944271145)","(231, 0.14543070967640168)","(154, 0.12338255214770187)","(607, 0.09503048564699344)","(324, 0.13419977341935413)","(112, 0.07370469926003544)","(14, 0.14955210400220104)","(198, 0.14632021144855628)"
"(402, 0.14812511244936355)","(485, 0.1710717460253215)","(44, 0.15128090734530286)","(387, 0.1659684289226999)","(182, 0.12424203792474003)","(556, 0.19020703362396435)","(160, 0.18036295318026055)","(445, 0.18577302683244434)","(108, 0.20111575082356364)","(563, 0.11169010064780409)","(427, 0.0905804721378105)","(187, 0.14515201240420883)","(218, 0.12265582649987734)","(216, 0.09431036435794828)","(447, 0.13343784730414582)","(76, 0.07218309170066685)","(233, 0.149520544780255)","(463, 0.1461163381568048)"
"(29, 0.14496326847262134)","(302, 0.17050803031715617)","(502, 0.1512737097637898)","(632, 0.1658310805989421)","(441, 0.12406427038769993)","(680, 0.18980524679668395)","(317, 0.17883565123827314)","(398, 0.18559143686190346)","(481, 0.20073387289414493)","(577, 0.11147995101354825)","(600, 0.09054140717481089)","(485, 0.14404872948804123)","(544, 0.1226292775512329)","(650, 0.09378253171008005)","(601, 0.1328376211333886)","(587, 0.07001370472273005)","(97, 0.1494459398382443)","(417, 0.14585526732412013)"
"(522, 0.14429577599531984)","(5, 0.16995034515816687)","(247, 0.15089446654122496)","(665, 0.16512144434263498)","(508, 0.12360702085595501)","(310, 0.18692339332722463)","(13, 0.17870000656574847)","(668, 0.1853769604603099)","(457, 0.2003808707083512)","(523, 0.11089002183883553)","(112, 0.09030496441549421)","(290, 0.14404514401072832)","(592, 0.12212166409863957)","(179, 0.09368257416510753)","(63, 0.13059558017512155)","(661, 0.06961174726561169)","(70, 0.14790834909147413)","(154, 0.14562171832858345)"
"(326, 0.14422217007109014)","(612, 0.16940631225897643)","(45, 0.15081480313084025)","(536, 0.16437864486102033)","(387, 0.12247941953876487)","(270, 0.1852209987483095)","(416, 0.17833029234199646)","(620, 0.18433299180680998)","(247, 0.2001272083979449)","(79, 0.11042796742224527)","(263, 0.09028261428936256)","(383, 0.1431997969308767)","(16, 0.12098781370146014)","(545, 0.09240665292052577)","(463, 0.12998027053379643)","(39, 0.06823532386487931)","(143, 0.1476497167988085)","(96, 0.14549941125170046)"
"(252, 0.14296764236047366)","(614, 0.16851704141212215)","(4, 0.15063408522945912)","(661, 0.16361856423533985)","(153, 0.12147859930745468)","(554, 0.1849247841961998)","(523, 0.17816331198675345)","(475, 0.18399832068709934)","(597, 0.19895709788046861)","(442, 0.1096570828677834)","(547, 0.08961678112957137)","(145, 0.14272357860683477)","(618, 0.12072526781551592)","(18, 0.09206582715173535)","(25, 0.12989218908261219)","(629, 0.06575130192776742)","(608, 0.1471671624514877)","(186, 0.14518352427003675)"
"(581, 0.14237644869086558)","(544, 0.16735194492093386)","(157, 0.150146705447277)","(217, 0.16234983941980394)","(416, 0.12118344828819332)","(41, 0.1844770223062736)","(21, 0.176257088071035)","(154, 0.18375168898229485)","(440, 0.19762825552536964)","(535, 0.1095367891478995)","(109, 0.0895300582983436)","(402, 0.14222299677462424)","(598, 0.1193304902960174)","(656, 0.09119788881300249)","(57, 0.12986144350659592)","(485, 0.06338737753731617)","(127, 0.146899078330426)","(489, 0.14513776283291793)"
